"PI_aux","PI_bar_aux","rhoI_aux","tempI_aux","P_rel_aux","vel_rel_aux","Omega_aux","Aint_aux","ht_liq_aux","ht_gas_aux","EI_liq_aux","EI_gas_aux","beta_aux","beta_max_aux","jump_grad_alpha_smooth_aux_l","mu_aux_l","mu_max_aux_l","kappa_aux_l","kappa_max_aux_l","jump_grad_press_aux_l","jump_grad_alpha_aux_l","jump_grad_dens_aux_l","jump_grad_press_smooth_aux_l","jump_grad_dens_smooth_aux_l","mu_aux_g","kappa_aux_g","mu_max_aux_g","kappa_max_aux_g","jump_grad_press_aux_g","jump_grad_dens_aux_g","jump_grad_press_smooth_aux_g","jump_grad_dens_smooth_aux_g","ObjectId","GlobalElementId","PedigreeElementId"
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,2.61777e-14,2.61777e-14,2.41265e-11,0.173205,1.8059e-14,0.173205,0.173205,6.7912e-06,3.89377e-12,1.80989e-10,1.20047e-06,1.68939e-10,0.374166,0.374166,2.22204e-13,0.374166,1.85296e-05,1.31649e-10,1.10641e-06,9.89075e-12,0,333,333
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.88117e-14,1.88117e-14,2.75726e-11,0.173205,1.44735e-14,0.173205,0.173205,5.11855e-06,2.48264e-11,9.14042e-11,6.43544e-07,1.41313e-10,0.374166,0.374166,1.58336e-13,0.374166,1.70879e-05,1.20053e-10,5.88596e-07,6.38067e-12,0,334,334
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,9.33803e-15,9.33803e-15,3.04077e-11,0.173205,5.70929e-15,0.173205,0.173205,4.25056e-06,4.44231e-11,6.00267e-11,4.014e-07,7.16227e-11,0.374166,0.374166,8.63441e-14,0.374166,1.43759e-05,9.95897e-11,4.16301e-07,4.19931e-12,0,335,335
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,7.05329e-15,7.05329e-15,2.98215e-11,0.173205,4.50963e-15,0.173205,0.173205,3.10317e-06,3.91935e-11,3.18323e-11,3.85568e-07,4.47926e-11,0.374166,0.374166,5.61261e-14,0.374166,1.00881e-05,6.51426e-11,4.37722e-07,2.18847e-12,0,336,336
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.76943e-15,4.76943e-15,2.55795e-11,0.173205,2.04701e-15,0.173205,0.173205,1.74716e-06,3.20028e-11,1.03682e-10,3.13856e-07,4.11546e-11,0.374166,0.374166,3.77819e-14,0.374166,6.38142e-06,4.11831e-11,3.37139e-07,9.9476e-13,0,337,337
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.22816e-15,1.22816e-15,2.22329e-11,0.173205,4.5551e-16,0.173205,0.173205,5.25266e-07,2.6219e-11,1.62345e-10,1.80677e-07,3.22871e-11,0.374166,0.374166,3.99288e-15,0.374166,3.34159e-06,2.09184e-11,1.81608e-07,6.18172e-13,0,338,338
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,2.03155e-15,2.03155e-15,2.26485e-11,0.173205,1.8399e-15,0.173205,0.173205,2.16067e-07,2.35332e-11,1.10504e-10,9.68575e-08,2.55795e-11,0.374166,0.374166,2.71737e-15,0.374166,1.53109e-06,5.99698e-12,1.01514e-07,7.60281e-13,0,339,339
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.10741e-15,3.10741e-15,2.13056e-11,0.173205,2.84031e-15,0.173205,0.173205,4.09782e-07,2.47269e-11,1.09594e-10,5.40167e-08,2.72848e-11,0.374166,0.374166,4.94662e-15,0.374166,7.97212e-07,6.19593e-12,7.35745e-08,1.34293e-12,0,340,340
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.24932e-15,3.24932e-15,1.51914e-11,0.173205,3.69171e-15,0.173205,0.173205,6.55651e-07,1.41966e-11,1.66438e-10,2.98023e-08,3.24007e-11,0.374166,0.374166,1.30056e-15,0.374166,3.68804e-07,7.36122e-12,6.14673e-08,1.47793e-12,0,341,341
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.74348e-15,3.74348e-15,1.18021e-11,0.173205,3.64348e-15,0.173205,0.173205,7.0408e-07,9.91918e-12,1.04592e-10,4.56348e-08,3.09228e-11,0.374166,0.374166,4.84809e-15,0.374166,2.57045e-07,4.88853e-12,6.42613e-08,1.13687e-12,0,342,342
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.51385e-15,3.51385e-15,1.65699e-11,0.173205,3.29747e-15,0.173205,0.173205,6.18398e-07,1.17382e-11,5.77529e-11,8.84756e-08,2.67164e-11,0.374166,0.374166,4.2716e-15,0.374166,6.10948e-07,4.20641e-12,8.47504e-08,1.07292e-12,0,343,343
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,2.87587e-15,2.87587e-15,2.95159e-11,0.173205,2.77765e-15,0.173205,0.173205,6.59376e-07,2.82796e-11,5.0477e-11,1.4063e-07,2.63753e-11,0.374166,0.374166,3.04857e-15,0.374166,6.59376e-07,9.54969e-12,1.22935e-07,1.28608e-12,0,344,344
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.81715e-15,1.81715e-15,4.03659e-11,0.173205,1.78187e-15,0.173205,0.173205,1.85147e-06,4.77911e-11,1.36424e-10,2.02097e-07,2.52385e-11,0.374166,0.374166,2.93333e-15,0.374166,7.89762e-07,1.14539e-11,1.81608e-07,1.32871e-12,0,345,345
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.92115e-15,1.92115e-15,3.91722e-11,0.173205,1.319e-15,0.173205,0.173205,3.00258e-06,4.15952e-11,3.21961e-10,2.66358e-07,3.33102e-11,0.374166,0.374166,1.02455e-15,0.374166,1.85519e-06,4.718e-12,2.57976e-07,1.44951e-12,0,346,346
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.05813e-16,4.05813e-16,3.07807e-11,0.173205,1.17627e-15,0.173205,0.173205,2.68966e-06,3.67066e-11,2.00998e-10,2.78465e-07,4.83169e-11,0.374166,0.374166,1.62297e-15,0.374166,2.17184e-06,4.88853e-12,2.78465e-07,1.54898e-12,0,347,347
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.73617e-15,1.73617e-15,1.90887e-11,0.173205,1.27162e-15,0.173205,0.173205,2.45124e-06,1.88578e-11,4.09273e-11,2.52388e-07,4.37694e-11,0.374166,0.374166,1.1253e-15,0.374166,1.12876e-06,5.31486e-12,2.47732e-07,1.30029e-12,0,348,348
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.61443e-15,1.61443e-15,1.20366e-11,0.173205,1.31345e-15,0.173205,0.173205,2.28733e-06,4.78906e-12,5.0477e-11,2.31899e-07,3.0127e-11,0.374166,0.374166,1.19925e-15,0.374166,6.55651e-07,3.63798e-12,2.09548e-07,1.03739e-12,0,349,349
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.27021e-15,1.27021e-15,2.10996e-11,0.173205,1.24461e-15,0.173205,0.173205,1.41189e-06,1.85167e-11,8.59472e-11,1.64844e-07,2.86491e-11,0.374166,0.374166,1.07758e-15,0.374166,5.25266e-07,2.33058e-12,1.35042e-07,1.03739e-12,0,350,350
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,8.56884e-16,8.56884e-16,4.57305e-11,0.173205,1.02453e-15,0.173205,0.173205,4.76837e-07,4.12257e-11,7.27596e-11,8.19564e-08,2.45564e-11,0.374166,0.374166,1.09202e-15,0.374166,5.06639e-07,6.0254e-12,7.07805e-08,1.23634e-12,0,351,351
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,5.72548e-16,5.72548e-16,6.59064e-11,0.173205,7.90845e-16,0.173205,0.173205,4.73112e-07,7.3598e-11,6.00267e-11,5.58794e-08,1.3415e-11,0.374166,0.374166,6.8989e-16,0.374166,1.16602e-06,1.62572e-11,5.86733e-08,1.40687e-12,0,352,352
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.36995e-16,3.36995e-16,5.7554e-11,0.173205,5.31634e-16,0.173205,0.173205,1.53482e-06,5.23528e-11,9.14042e-11,5.30854e-08,9.89075e-12,0.374166,0.374166,6.02742e-16,0.374166,1.47894e-06,2.2311e-11,7.26432e-08,1.30029e-12,0,353,353
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,2.04477e-16,2.04477e-16,3.86216e-11,0.173205,4.2184e-16,0.173205,0.173205,1.55345e-06,2.51958e-11,7.00311e-11,5.40167e-08,1.28466e-11,0.374166,0.374166,5.71188e-16,0.374166,8.49366e-07,1.62288e-11,9.12696e-08,1.12266e-12,0,354,354
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,2.20461e-16,2.20461e-16,3.54632e-11,0.173205,3.60552e-16,0.173205,0.173205,9.94653e-07,4.30163e-11,7.50333e-11,8.10251e-08,1.90994e-11,0.374166,0.374166,2.13681e-16,0.374166,2.30968e-07,4.83169e-12,9.87202e-08,1.75504e-12,0,355,355
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.4913e-16,4.4913e-16,3.52713e-11,0.173205,4.44054e-16,0.173205,0.173205,8.45641e-07,3.98046e-11,5.82077e-11,9.68575e-08,2.98996e-11,0.374166,0.374166,4.92072e-16,0.374166,4.20958e-07,5.22959e-12,8.56817e-08,3.01981e-12,0,356,356
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,6.98415e-16,6.98415e-16,3.49409e-11,0.173205,6.27349e-16,0.173205,0.173205,4.91738e-07,2.71712e-11,2.86491e-11,7.91624e-08,3.81988e-11,0.374166,0.374166,6.96809e-16,0.374166,7.18981e-07,7.90124e-12,6.14673e-08,3.31823e-12,0,357,357
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,5.98314e-16,5.98314e-16,5.31593e-11,0.173205,7.66785e-16,0.173205,0.173205,2.19792e-07,4.51053e-11,2.31921e-11,7.82311e-08,4.05862e-11,0.374166,0.374166,7.32397e-16,0.374166,4.47035e-07,1.08287e-11,6.0536e-08,2.50822e-12,0,358,358
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.02997e-15,1.02997e-15,8.19611e-11,0.173205,8.80709e-16,0.173205,0.173205,6.07222e-07,8.72689e-11,7.9126e-11,8.28877e-08,3.68345e-11,0.374166,0.374166,4.25337e-16,0.374166,3.65078e-07,1.28182e-11,6.70552e-08,2.50822e-12,0,359,359
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,6.59758e-16,6.59758e-16,8.70628e-11,0.173205,5.59641e-16,0.173205,0.173205,8.08388e-07,9.95897e-11,1.32331e-10,8.00937e-08,3.63798e-11,0.374166,0.374166,4.1705e-16,0.374166,7.33882e-07,8.21387e-12,8.00937e-08,3.4035e-12,0,360,360
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,9.20156e-16,9.20156e-16,5.70566e-11,0.173205,3.45567e-16,0.173205,0.173205,1.22562e-06,5.72413e-11,1.1778e-10,1.66707e-07,5.92308e-11,0.374166,0.374166,5.50221e-16,0.374166,6.25849e-07,4.17799e-12,1.78814e-07,4.24905e-12,0,361,361
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.46924e-15,1.46924e-15,2.14868e-11,0.173205,1.12538e-15,0.173205,0.173205,1.9297e-06,1.2605e-11,1.64164e-10,3.17581e-07,9.54969e-11,0.374166,0.374166,1.21364e-15,0.374166,1.82539e-07,7.27596e-12,3.03611e-07,5.69145e-12,0,362,362
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.04536e-15,1.04536e-15,8.98481e-12,0.173205,9.60671e-16,0.173205,0.173205,1.22562e-06,6.45173e-12,1.0823e-10,3.85568e-07,9.59517e-11,0.374166,0.374166,1.12626e-15,0.374166,5.21541e-07,8.04334e-12,3.46452e-07,6.08225e-12,0,363,363
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,5.8791e-16,5.8791e-16,2.0453e-11,0.173205,5.20041e-16,0.173205,0.173205,9.68575e-07,1.26619e-11,8.91305e-11,3.72529e-07,5.95719e-11,0.374166,0.374166,4.54826e-16,0.374166,1.47894e-06,7.84439e-12,3.54834e-07,4.48352e-12,0,364,364
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.98428e-15,1.98428e-15,4.59899e-11,0.173205,2.19797e-15,0.173205,0.173205,1.49012e-06,3.77014e-11,1.2551e-10,2.93367e-07,4.04725e-11,0.374166,0.374166,2.12297e-15,0.374166,1.77324e-06,9.2939e-12,3.05474e-07,2.8777e-12,0,365,365
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.35373e-15,4.35373e-15,7.01803e-11,0.173205,3.63067e-15,0.173205,0.173205,1.67266e-06,7.20775e-11,4.3201e-11,2.2538e-07,3.38787e-11,0.374166,0.374166,3.65613e-15,0.374166,1.08033e-06,5.74119e-12,2.32831e-07,1.5703e-12,0,366,366
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.95493e-15,3.95493e-15,7.27027e-11,0.173205,4.1208e-15,0.173205,0.173205,1.49012e-06,8.08313e-11,4.27463e-11,2.96161e-07,1.75078e-11,0.374166,0.374166,3.96491e-15,0.374166,8.3819e-07,9.83391e-12,2.6729e-07,1.44951e-12,0,367,367
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.83151e-15,3.83151e-15,5.24771e-11,0.173205,3.95848e-15,0.173205,0.173205,7.30157e-07,5.10454e-11,8.59472e-11,3.68804e-07,1.4893e-11,0.374166,0.374166,4.04103e-15,0.374166,8.75443e-07,9.00968e-12,3.14787e-07,2.97007e-12,0,368,368
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.62324e-15,3.62324e-15,3.74492e-11,0.173205,3.57237e-15,0.173205,0.173205,2.71946e-07,2.87343e-11,8.23093e-11,3.67872e-07,3.11502e-11,0.374166,0.374166,3.89762e-15,0.374166,3.76254e-07,3.04112e-12,3.25963e-07,4.41958e-12,0,369,369
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.39911e-15,3.39911e-15,4.92264e-11,0.173205,3.15887e-15,0.173205,0.173205,6.70552e-07,4.76632e-11,1.01409e-10,3.45521e-07,4.91127e-11,0.374166,0.374166,3.44165e-15,0.374166,5.10365e-07,2.33058e-12,3.241e-07,5.22249e-12,0,370,370
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.82024e-15,1.82024e-15,7.89058e-11,0.173205,2.23571e-15,0.173205,0.173205,8.79169e-07,8.07603e-11,1.7144e-10,2.6077e-07,6.82121e-11,0.374166,0.374166,2.26939e-15,0.374166,7.82311e-07,2.10321e-12,2.42144e-07,4.31299e-12,0,371,371
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.37602e-15,1.37602e-15,9.84883e-11,0.173205,1.1342e-15,0.173205,0.173205,6.59376e-07,1.08713e-10,1.35515e-10,1.92784e-07,7.9126e-11,0.374166,0.374166,1.07586e-15,0.374166,6.37025e-07,1.62004e-12,1.71363e-07,2.13163e-12,0,372,372
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.27399e-16,4.27399e-16,8.26432e-11,0.173205,4.79745e-16,0.173205,0.173205,5.88596e-07,8.74394e-11,6.77574e-11,1.95578e-07,6.11635e-11,0.374166,0.374166,4.37877e-16,0.374166,5.40167e-07,6.42331e-12,1.78814e-07,1.71951e-12,0,373,373
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,6.19391e-16,6.19391e-16,4.81357e-11,0.173205,4.54084e-16,0.173205,0.173205,8.12113e-07,3.24718e-11,6.09361e-11,1.88127e-07,3.03544e-11,0.374166,0.374166,6.26228e-16,0.374166,4.61936e-07,8.04334e-12,1.73226e-07,2.82796e-12,0,374,374
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.28299e-15,1.28299e-15,3.61204e-11,0.173205,1.07162e-15,0.173205,0.173205,5.06639e-07,2.99138e-11,8.50378e-11,2.09548e-07,1.53477e-11,0.374166,0.374166,1.25024e-15,0.374166,5.62519e-07,3.60956e-12,1.95578e-07,2.96296e-12,0,375,375
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,2.06796e-15,2.06796e-15,4.06786e-11,0.173205,1.82011e-15,0.173205,0.173205,1.37836e-07,5.40581e-11,1.12323e-10,2.6729e-07,1.53477e-11,0.374166,0.374166,1.54295e-15,0.374166,1.3262e-06,4.94538e-12,2.59839e-07,2.27374e-12,0,376,376
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.90381e-15,1.90381e-15,3.27418e-11,0.173205,2.26819e-15,0.173205,0.173205,3.241e-07,3.66072e-11,7.18501e-11,2.37487e-07,1.92131e-11,0.374166,0.374166,2.23941e-15,0.374166,1.44169e-06,1.0175e-11,2.34693e-07,2.73559e-12,0,377,377
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,2.69575e-15,2.69575e-15,2.52705e-11,0.173205,2.67868e-15,0.173205,0.173205,1.38208e-06,1.77351e-11,7.41238e-11,1.36904e-07,2.03499e-11,0.374166,0.374166,2.67755e-15,0.374166,5.58794e-07,7.24754e-12,1.41561e-07,3.46745e-12,0,378,378
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.53967e-15,3.53967e-15,3.77192e-11,0.173205,3.18299e-15,0.173205,0.173205,2.59653e-06,4.43521e-11,1.38243e-10,8.9407e-08,2.00089e-11,0.374166,0.374166,3.18782e-15,0.374166,1.18092e-06,4.17799e-12,9.96515e-08,2.81375e-12,0,379,379
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.40958e-15,3.40958e-15,4.88711e-11,0.173205,3.47562e-15,0.173205,0.173205,2.17557e-06,6.43183e-11,1.12777e-10,1.35042e-07,2.41016e-11,0.374166,0.374166,3.97891e-15,0.374166,2.23145e-06,5.96856e-12,1.35973e-07,2.17426e-12,0,380,380
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.28928e-15,3.28928e-15,4.19504e-11,0.173205,3.56986e-15,0.173205,0.173205,7.93487e-07,4.1652e-11,1.1778e-10,1.92784e-07,2.51248e-11,0.374166,0.374166,3.64333e-15,0.374166,1.46404e-06,6.82121e-12,1.88127e-07,2.02505e-12,0,381,381
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.74712e-15,3.74712e-15,3.05072e-11,0.173205,3.40288e-15,0.173205,0.173205,7.22706e-07,3.38787e-11,9.82254e-11,1.98372e-07,2.11458e-11,0.374166,0.374166,3.22105e-15,0.374166,1.05053e-06,9.60654e-12,2.00234e-07,1.62714e-12,0,382,382
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,2.83246e-15,2.83246e-15,1.94618e-11,0.173205,3.28321e-15,0.173205,0.173205,8.3819e-07,2.2581e-11,8.91305e-11,1.88127e-07,2.38742e-11,0.374166,0.374166,3.40996e-15,0.374166,8.75443e-07,1.18803e-11,1.89058e-07,1.56319e-12,0,383,383
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.62096e-15,3.62096e-15,1.11768e-11,0.173205,3.42634e-15,0.173205,0.173205,9.53674e-07,4.29168e-12,1.82354e-10,1.73226e-07,2.8308e-11,0.374166,0.374166,3.66628e-15,0.374166,2.64496e-07,8.86757e-12,1.60187e-07,2.39453e-12,0,384,384
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.26491e-15,4.26491e-15,1.24949e-11,0.173205,3.96094e-15,0.173205,0.173205,1.02073e-06,1.46656e-11,1.87356e-10,1.6205e-07,2.95586e-11,0.374166,0.374166,4.21359e-15,0.374166,4.73112e-07,5.85487e-12,1.37836e-07,3.67351e-12,0,385,385
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.8836e-15,4.8836e-15,1.52554e-11,0.173205,4.6808e-15,0.173205,0.173205,5.55068e-07,1.24913e-11,1.20508e-10,1.61119e-07,2.92175e-11,0.374166,0.374166,4.77227e-15,0.374166,3.94881e-07,1.13971e-11,1.45286e-07,3.81561e-12,0,386,386
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,5.42421e-15,5.42421e-15,1.43174e-11,0.173205,4.87602e-15,0.173205,0.173205,3.76254e-07,1.36424e-11,1.10504e-10,1.36904e-07,3.16049e-11,0.374166,0.374166,4.98667e-15,0.374166,6.25849e-07,1.21645e-11,1.38767e-07,2.56506e-12,0,387,387
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.41397e-15,4.41397e-15,1.77849e-11,0.173205,4.82643e-15,0.173205,0.173205,2.27243e-07,1.38272e-11,1.9827e-10,1.00583e-07,4.42242e-11,0.374166,0.374166,4.99372e-15,0.374166,1.08406e-06,5.25802e-12,1.07102e-07,2.18847e-12,0,388,388
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.46476e-15,4.46476e-15,3.63229e-11,0.173205,4.75e-15,0.173205,0.173205,4.24683e-07,3.04823e-11,1.92813e-10,7.54371e-08,5.75255e-11,0.374166,0.374166,4.50555e-15,0.374166,6.74278e-07,3.15481e-12,7.63685e-08,3.38218e-12,0,389,389
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.92015e-15,4.92015e-15,5.57847e-11,0.173205,4.86497e-15,0.173205,0.173205,6.63102e-07,6.89653e-11,1.06866e-10,5.86733e-08,6.24141e-11,0.374166,0.374166,4.3783e-15,0.374166,4.17233e-07,1.09708e-11,5.68107e-08,4.27036e-12,0,390,390
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.59251e-15,4.59251e-15,5.71525e-11,0.173205,4.71992e-15,0.173205,0.173205,5.06639e-07,5.19975e-11,1.41881e-10,5.7742e-08,5.51381e-11,0.374166,0.374166,4.44993e-15,0.374166,3.57628e-07,9.12337e-12,5.68107e-08,3.64508e-12,0,391,391
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.02792e-15,4.02792e-15,6.15294e-11,0.173205,4.11845e-15,0.173205,0.173205,9.98378e-07,6.08651e-11,2.3465e-10,7.17118e-08,3.93356e-11,0.374166,0.374166,4.23113e-15,0.374166,1.60187e-07,7.3328e-12,7.45058e-08,2.25242e-12,0,392,392
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.15895e-15,4.15895e-15,7.471e-11,0.173205,3.50097e-15,0.173205,0.173205,2.78279e-06,9.21005e-11,2.93767e-10,7.63685e-08,2.50111e-11,0.374166,0.374166,3.52953e-15,0.374166,2.49594e-07,1.78773e-11,8.19564e-08,1.26477e-12,0,393,393
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,2.3413e-15,2.3413e-15,7.50902e-11,0.173205,3.05558e-15,0.173205,0.173205,3.03984e-06,8.23803e-11,2.13731e-10,7.35745e-08,1.33014e-11,0.374166,0.374166,2.74896e-15,0.374166,3.94881e-07,1.8872e-11,7.91624e-08,9.80549e-13,0,394,394
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.42683e-15,3.42683e-15,6.00728e-11,0.173205,3.30154e-15,0.173205,0.173205,1.31875e-06,6.73879e-11,8.23093e-11,9.49949e-08,7.95808e-12,0.374166,0.374166,3.38454e-15,0.374166,3.241e-07,1.15392e-11,9.87202e-08,1.37845e-12,0,395,395
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.72172e-15,3.72172e-15,3.62697e-11,0.173205,3.87425e-15,0.173205,0.173205,6.81728e-07,3.63372e-11,5.68434e-11,1.46218e-07,1.64846e-11,0.374166,0.374166,4.10462e-15,0.374166,4.54485e-07,1.55467e-11,1.44355e-07,1.81899e-12,0,396,396
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.60916e-15,4.60916e-15,2.46949e-11,0.173205,4.33654e-15,0.173205,0.173205,7.41333e-07,1.68825e-11,5.77529e-11,1.69501e-07,3.47882e-11,0.374166,0.374166,4.27657e-15,0.374166,5.43892e-07,2.18563e-11,1.64844e-07,1.49925e-12,0,397,397
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.48969e-15,4.48969e-15,4.3201e-11,0.173205,4.62963e-15,0.173205,0.173205,5.17815e-07,4.76206e-11,8.95852e-11,1.45286e-07,4.63842e-11,0.374166,0.374166,4.32807e-15,0.374166,7.63685e-07,1.14255e-11,1.43424e-07,1.25766e-12,0,398,398
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.72617e-15,4.72617e-15,6.15472e-11,0.173205,4.66548e-15,0.173205,0.173205,4.54485e-07,8.20393e-11,1.35969e-10,1.49012e-07,5.27507e-11,0.374166,0.374166,4.34597e-15,0.374166,1.49384e-06,3.35376e-12,1.49012e-07,1.81899e-12,0,399,399
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.63857e-15,4.63857e-15,5.83107e-11,0.173205,4.72061e-15,0.173205,0.173205,7.63685e-07,4.88001e-11,1.02773e-10,1.72295e-07,5.45697e-11,0.374166,0.374166,4.70609e-15,0.374166,1.39326e-06,3.0127e-12,1.74157e-07,2.11031e-12,0,400,400
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.96287e-15,4.96287e-15,6.80878e-11,0.173205,5.0175e-15,0.173205,0.173205,1.70246e-06,5.49534e-11,2.63753e-11,1.47149e-07,5.05906e-11,0.374166,0.374166,5.17667e-15,0.374166,6.10948e-07,5.3717e-12,1.546e-07,1.81188e-12,0,401,401
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,5.29774e-15,5.29774e-15,8.69349e-11,0.173205,5.17549e-15,0.173205,0.173205,1.9744e-06,1.03796e-10,1.00954e-10,1.10827e-07,5.85487e-11,0.374166,0.374166,5.04692e-15,0.374166,2.94298e-07,7.27596e-12,1.20141e-07,2.24532e-12,0,402,402
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.82658e-15,4.82658e-15,7.525e-11,0.173205,4.98295e-15,0.173205,0.173205,1.6652e-06,7.12106e-11,1.44155e-10,1.42492e-07,6.36646e-11,0.374166,0.374166,4.78334e-15,0.374166,2.23517e-07,6.48015e-12,1.42492e-07,3.11218e-12,0,403,403
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.41071e-15,4.41071e-15,4.8523e-11,0.173205,4.43903e-15,0.173205,0.173205,1.48267e-06,4.32436e-11,5.41149e-11,1.88127e-07,5.71845e-11,0.374166,0.374166,4.47403e-15,0.374166,3.20375e-07,4.49063e-12,1.78814e-07,2.8848e-12,0,404,404
