"PI_aux","PI_bar_aux","rhoI_aux","tempI_aux","P_rel_aux","vel_rel_aux","Omega_aux","Aint_aux","ht_liq_aux","ht_gas_aux","EI_liq_aux","EI_gas_aux","beta_aux","beta_max_aux","jump_grad_alpha_smooth_aux_l","mu_aux_l","mu_max_aux_l","kappa_aux_l","kappa_max_aux_l","jump_grad_press_aux_l","jump_grad_alpha_aux_l","jump_grad_dens_aux_l","jump_grad_press_smooth_aux_l","jump_grad_dens_smooth_aux_l","mu_aux_g","kappa_aux_g","mu_max_aux_g","kappa_max_aux_g","jump_grad_press_aux_g","jump_grad_dens_aux_g","jump_grad_press_smooth_aux_g","jump_grad_dens_smooth_aux_g","ObjectId","GlobalElementId","PedigreeElementId"
510331,510330,7.93094,12869.4,2.40833,2.80161e+06,0,10000,0,0,115452,63974.1,0.194583,0.194583,0.000902705,0.633947,0.194583,0.633947,0.633947,1755.37,0.000887516,0.144478,1807.88,0.149923,1.26464,1.26464,0.194584,1.26464,1767.09,0.139564,1819.86,0.140885,0,247,247
510321,510321,7.93054,12869.8,2.40789,2.80469e+06,0,10000,0,0,115456,63977,0.194591,0.194591,0.00079447,0.633962,0.194591,0.633962,0.633962,1325.58,0.00078206,0.202644,1367.3,0.209529,1.26322,1.26322,0.194592,1.26322,1334.85,0.161375,1376.8,0.162837,0,248,248
510314,510314,7.93055,12869.6,2.4073,2.80839e+06,0,10000,0,0,115456,63977.6,0.194597,0.194597,0.000711573,0.633965,0.194597,0.633965,0.633965,991.15,0.000701515,0.280311,1023.95,0.288955,1.26153,1.26153,0.194598,1.26153,998.406,0.185917,1031.4,0.187531,0,249,249
510310,510309,7.93111,12868.6,2.40651,2.81279e+06,0,10000,0,0,115449,63975.1,0.194603,0.194603,0.000649622,0.633953,0.194603,0.633953,0.633953,733.958,0.000641433,0.381866,759.463,0.392617,1.25954,1.25954,0.194603,1.25954,739.573,0.213337,765.232,0.215113,0,250,250
510306,510306,7.93243,12866.3,2.4055,2.81801e+06,0,10000,0,0,115433,63968.1,0.194607,0.194607,0.000605344,0.633919,0.194607,0.633919,0.633919,538.575,0.000598347,0.512317,558.186,0.525539,1.25721,1.25721,0.194607,1.25721,542.87,0.243768,562.607,0.245717,0,251,251
510304,510304,7.93476,12862.5,2.4042,2.82414e+06,0,10000,0,0,115405,63955.5,0.194611,0.194611,0.000577576,0.633857,0.194611,0.633857,0.633857,392.077,0.000570598,0.67723,406.985,0.693292,1.25449,1.25449,0.194611,1.25449,395.325,0.277333,410.334,0.279463,0,252,252
510302,510302,7.93844,12856.5,2.40258,2.83132e+06,0,10000,0,0,115361,63935.2,0.194615,0.194615,0.000569408,0.633759,0.194615,0.633759,0.633759,283.794,0.000560189,0.882618,294.996,0.90188,1.25133,1.25133,0.194615,1.25133,286.22,0.314134,297.503,0.316453,0,253,253
510302,510302,7.94387,12847.7,2.40054,2.83967e+06,0,10000,0,0,115296,63905,0.194618,0.194618,0.00059252,0.633611,0.194618,0.633611,0.633611,205.039,0.000576607,1.13477,213.357,1.15756,1.24769,1.24769,0.194618,1.24769,206.829,0.354253,215.21,0.356768,0,254,254
510301,510301,7.95155,12835.3,2.39802,2.84935e+06,0,10000,0,0,115203,63862.1,0.194621,0.194621,0.000675399,0.633402,0.194621,0.633402,0.633402,148.837,0.000644256,1.44001,154.938,1.46659,1.24351,1.24351,0.194621,1.24351,150.141,0.397746,156.29,0.400461,0,255,255
510301,510301,7.96208,12818.3,2.39491,2.86052e+06,0,10000,0,0,115076,63803.2,0.194624,0.194624,0.000877944,0.633115,0.194624,0.633115,0.633115,109.66,0.000815927,1.80439,114.08,1.83497,1.23876,1.23876,0.194624,1.23876,110.597,0.444639,115.054,0.447556,0,256,256
510301,510301,7.9762,12795.6,2.3911,2.87334e+06,0,10000,0,0,114907,63724.4,0.194627,0.194627,0.00131574,0.63273,0.194627,0.63273,0.63273,83.1857,0.00119564,2.23336,86.349,2.26801,1.23337,1.23337,0.194627,1.23337,83.8502,0.494919,87.042,0.498039,0,257,257
510301,510301,7.99475,12765.9,2.38648,2.88798e+06,0,10000,0,0,114685,63621.1,0.19463,0.19463,0.00219768,0.632224,0.19463,0.632224,0.632224,66.0805,0.00197473,2.73129,68.3205,2.76995,1.22731,1.22731,0.19463,1.22731,66.5464,0.548535,68.8077,0.551855,0,258,258
510302,510302,8.01872,12727.8,2.3809,2.90464e+06,0,10000,0,0,114399,63488.1,0.194633,0.194633,0.00387997,0.631572,0.194633,0.631572,0.631572,55.8104,0.00348473,3.30102,57.385,3.34345,1.22053,1.22053,0.194632,1.22053,56.1345,0.605387,57.725,0.608901,0,259,259
510302,510302,8.04924,12679.5,2.37422,2.9235e+06,0,10000,0,0,114038,63319.8,0.194635,0.194635,0.00693698,0.630746,0.194635,0.630746,0.630746,50.4785,0.00626829,3.94332,51.5858,3.98905,1.21298,1.21298,0.194635,1.21298,50.7041,0.665326,51.8232,0.669028,0,260,260
510303,510303,8.0876,12619.4,2.36627,2.94477e+06,0,10000,0,0,113588,63110,0.194638,0.194638,0.012244,0.629714,0.194638,0.629714,0.629714,48.6905,0.0111644,4.65626,49.4814,4.70455,1.20465,1.20465,0.194638,1.20465,48.8503,0.728157,49.6499,0.73204,0,261,261
510303,510303,8.1352,12545.6,2.35689,2.96864e+06,0,10000,0,0,113035,62852.2,0.194641,0.194641,0.0210586,0.628443,0.194641,0.628443,0.628443,49.444,0.0193956,5.43452,50.0328,5.48424,1.19549,1.19549,0.194641,1.19549,49.5625,0.793644,50.1577,0.797706,0,262,262
510304,510304,8.1936,12456.2,2.34592,2.99531e+06,0,10000,0,0,112365,62539.9,0.194644,0.194644,0.0350749,0.626897,0.194644,0.626897,0.626897,52.0399,0.032633,6.26844,52.5131,6.31798,1.18551,1.18551,0.194644,1.18551,52.1353,0.861539,52.613,0.865786,0,263,263
510305,510305,8.26447,12349.5,2.3332,3.02497e+06,0,10000,0,0,111565,62166.8,0.194647,0.194647,0.0564156,0.625044,0.194647,0.625044,0.625044,56.0123,0.0530024,7.14297,56.4354,7.19011,1.17469,1.17469,0.194647,1.17469,56.0975,0.931614,56.524,0.93607,0,264,264
510306,510306,8.34953,12223.7,2.31857,3.05783e+06,0,10000,0,0,110622,61727.2,0.19465,0.19465,0.0875141,0.62285,0.19465,0.62285,0.62285,61.0732,0.0829842,8.03625,61.4966,8.07801,1.16303,1.16303,0.194649,1.16303,61.1575,1.00373,61.5834,1.00844,0,265,265
510307,510307,8.45057,12077.6,2.30192,3.09406e+06,0,10000,0,0,109527,61216.5,0.194652,0.194652,0.130846,0.620286,0.194652,0.620286,0.620286,67.0705,0.12516,8.91806,67.533,8.95063,1.15055,1.15055,0.194652,1.15055,67.1598,1.07791,67.6238,1.08296,0,266,266
510308,510308,8.56936,11910.3,2.28315,3.13384e+06,0,10000,0,0,108273,60631.4,0.194655,0.194655,0.18848,0.61733,0.194655,0.61733,0.61733,73.9534,0.181772,9.74825,74.4848,9.767,1.13729,1.13729,0.194655,1.13729,74.0505,1.15443,74.5826,1.15993,0,267,267
510310,510310,8.70755,11721.4,2.26222,3.17731e+06,0,10000,0,0,106856,59970.7,0.194658,0.194658,0.26146,0.613966,0.194658,0.613966,0.613966,81.7443,0.254101,10.4756,82.367,10.4754,1.12327,1.12327,0.194658,1.12327,81.849,1.23391,82.4714,1.24001,0,268,268
510311,510311,8.86662,11511.2,2.23912,3.22463e+06,0,10000,0,0,105280,59235.7,0.194661,0.194661,0.349083,0.610193,0.194661,0.610193,0.610193,90.5126,0.341714,11.0383,91.2414,11.014,1.10855,1.10855,0.194661,1.10855,90.6215,1.31739,91.3488,1.32424,0,269,269
510313,510313,9.04769,11280.9,2.21393,3.2759e+06,0,10000,0,0,103554,58430.4,0.194664,0.194664,0.448202,0.606019,0.194664,0.606019,0.606019,100.349,0.441721,11.3663,101.19,11.3139,1.09317,1.09317,0.194664,1.09317,100.455,1.40628,101.293,1.41404,0,270,270
510315,510315,9.25144,11032.6,2.18679,3.33123e+06,0,10000,0,0,101692,57561.8,0.194667,0.194667,0.552728,0.601469,0.194667,0.601469,0.601469,111.336,0.548218,11.3877,112.286,11.3056,1.07719,1.07719,0.194667,1.07719,111.429,1.50231,112.375,1.51109,0,271,271
510317,510317,9.47794,10769.1,2.15789,3.3907e+06,0,10000,0,0,99716.4,56640,0.19467,0.19467,0.653557,0.596583,0.19467,0.596583,0.596583,123.517,0.652138,11.0386,124.562,10.9289,1.06067,1.06067,0.19467,1.06067,123.584,1.60726,124.624,1.61708,0,272,272
510319,510319,9.72652,10494,2.12752,3.45437e+06,0,10000,0,0,97653.6,55677.7,0.194673,0.194673,0.739085,0.591419,0.194673,0.591419,0.591419,136.867,0.741711,10.2765,137.978,10.1455,1.04368,1.04368,0.194673,1.04368,136.894,1.7226,137.998,1.73332,0,273,273
510322,510322,9.99571,10211.5,2.09601,3.52227e+06,0,10000,0,0,95535.4,54689.5,0.194676,0.194676,0.796388,0.586045,0.194676,0.586045,0.586045,151.254,0.80363,9.09275,152.387,8.95056,1.02626,1.02626,0.194676,1.02626,151.227,1.84893,152.356,1.86017,0,274,274
510325,510325,10.2832,9926.12,2.06373,3.59441e+06,0,10000,0,0,93395.8,53691.3,0.194679,0.194679,0.813019,0.58054,0.194679,0.58054,0.58054,166.413,0.824873,7.52216,167.512,7.38116,1.00849,1.00849,0.194679,1.00849,166.325,1.98525,167.42,1.9963,0,275,275
510328,510328,10.5858,9642.42,2.03106,3.6708e+06,0,10000,0,0,91268.7,52699,0.194682,0.194682,0.779162,0.574989,0.194682,0.574989,0.574989,181.923,0.794936,5.64353,182.912,5.51564,0.990408,0.990408,0.194682,0.990408,181.775,2.12806,182.762,2.13786,0,276,276
510332,510332,10.8999,9364.64,1.9984,3.75139e+06,0,10000,0,0,89185.9,51727.3,0.194685,0.194685,0.689739,0.569474,0.194685,0.569474,0.569474,197.184,0.708074,3.57015,197.967,3.46426,0.972088,0.972088,0.194685,0.972088,196.985,2.27046,197.769,2.27749,0,277,277
510336,510336,11.2213,9096.47,1.9661,3.83611e+06,0,10000,0,0,87175.2,50789.3,0.194688,0.194688,0.546006,0.564072,0.194688,0.564072,0.564072,211.394,0.565041,1.43167,211.845,1.78981,0.953592,0.953592,0.194687,0.953592,211.162,2.40117,211.615,2.40351,0,278,278
510340,510341,11.5458,8840.89,1.93446,3.92481e+06,0,10000,0,0,85258.9,49895.3,0.194691,0.194691,0.356197,0.558849,0.194691,0.558849,0.558849,223.506,0.373848,1.0102,223.448,1.50248,0.934996,0.934996,0.19469,0.934996,223.262,2.50399,223.203,2.49946,0,279,279
510345,510346,11.8691,8600.07,1.90375,4.01728e+06,0,10000,0,0,83453.3,49053,0.194694,0.194694,0.190134,0.553858,0.194694,0.553858,0.553858,232.14,0.149259,2.56663,231.308,2.66603,0.916388,0.916388,0.194693,0.916388,231.896,2.55785,231.057,2.54433,0,280,280
510351,510351,12.1875,8375.43,1.87417,4.11317e+06,0,10000,0,0,81769.1,48267.4,0.194696,0.194696,0.17713,0.549139,0.194696,0.549139,0.549139,235.403,0.119869,4.25934,233.372,4.27699,0.897872,0.897872,0.194696,0.897872,235.15,2.53813,233.099,2.51402,0,281,281
510357,510357,12.4976,8167.7,1.84586,4.212e+06,0,10000,0,0,80211.6,47540.8,0.194699,0.194699,0.327859,0.544719,0.194699,0.544719,0.544719,230.533,0.319176,5.69476,226.594,5.7029,0.879568,0.879568,0.194699,0.879568,230.222,2.41954,226.239,2.38436,0,282,282
510363,510363,12.7964,7977.02,1.81896,4.3131e+06,0,10000,0,0,78782.1,46874.1,0.194702,0.194702,0.518912,0.540613,0.194702,0.540613,0.540613,213.249,0.520528,6.87128,206.191,6.87424,0.861615,0.861615,0.194702,0.861615,212.769,2.18058,205.628,2.13549,0,283,283
510370,510370,13.0816,7803.17,1.79355,4.41564e+06,0,10000,0,0,77478.8,46266.1,0.194705,0.194705,0.670309,0.536826,0.194705,0.536826,0.536826,176.583,0.676624,7.80619,164.33,7.80636,0.844162,0.844162,0.194705,0.844162,175.724,1.80913,163.327,1.75713,0,284,284
510377,510377,13.3513,7645.62,1.76969,4.51857e+06,0,10000,0,0,76297.7,45715.2,0.194708,0.194708,0.767803,0.533357,0.194708,0.533357,0.533357,108.866,0.777446,8.52505,113.395,8.52297,0.827362,0.827362,0.194708,0.827362,107.275,1.30752,112.545,1.25309,0,285,285
510384,510384,13.604,7503.65,1.74743,4.62075e+06,0,10000,0,0,75233.5,45218.9,0.194711,0.194711,0.809021,0.530201,0.194711,0.530201,0.530201,75.0392,0.820364,9.05317,123.643,9.04805,0.811364,0.811364,0.19471,0.811364,75.8763,0.695281,125.021,0.740682,0,286,286
510391,510392,13.8387,7376.46,1.72683,4.72093e+06,0,10000,0,0,74280.1,44774.2,0.194713,0.194713,0.798276,0.527349,0.194713,0.527349,0.527349,212.176,0.809741,9.4105,286.355,9.40092,0.796298,0.796298,0.194713,0.796298,217.34,0.357033,291.646,0.531676,0,287,287
510398,510399,14.0546,7263.2,1.7079,4.8179e+06,0,10000,0,0,73431.1,44378.3,0.194716,0.194716,0.745082,0.524788,0.194716,0.524788,0.524788,554.505,0.755391,9.61006,655.768,9.59467,0.782271,0.782271,0.194715,0.782271,563.464,0.707795,665.834,0.823913,0,288,288
510404,510404,14.2514,7162.98,1.69065,4.91052e+06,0,10000,0,0,72679.8,44027.9,0.194718,0.194718,0.662018,0.522504,0.194718,0.522504,0.522504,1128.88,0.670338,9.65925,1297.7,9.63732,0.769358,0.769358,0.194717,0.769358,1144.12,1.40277,1314.74,1.42498,0,289,289
510408,510408,14.4289,7074.9,1.67507,4.99779e+06,0,10000,0,0,72019.5,43719.9,0.194719,0.194719,0.562452,0.520484,0.194719,0.520484,0.520484,2086.46,0.568422,9.56302,2365.71,9.53485,0.757599,0.757599,0.194719,0.757599,2112,2.03276,2394.17,2.04386,0,290,290
510408,510408,14.5872,6998.08,1.66113,5.07895e+06,0,10000,0,0,71443.3,43451,0.194719,0.194719,0.45858,0.518711,0.194719,0.518711,0.518711,3672.37,0.462245,9.32787,4130.63,9.29496,0.747,0.747,0.194719,0.747,3714.64,2.56501,4177.61,2.5669,0,291,291
510401,510401,14.7269,6931.58,1.64879,5.15343e+06,0,10000,0,0,70944.1,43217.8,0.194716,0.194716,0.360097,0.517166,0.194716,0.517166,0.517166,6280.53,0.361781,8.96561,7026.73,8.93072,0.737538,0.737538,0.194717,0.737538,6349.83,2.98098,7103.57,2.97629,0,292,292
510382,510381,14.8487,6874.47,1.63797,5.22089e+06,0,10000,0,0,70514.6,43016.8,0.194711,0.194711,0.273613,0.515829,0.194711,0.515829,0.515829,10539.2,0.27376,8.49632,11745.2,8.46334,0.729167,0.729167,0.194711,0.729167,10651.8,3.27632,11869.9,3.26795,0,293,293
510343,510342,14.9534,6825.79,1.62861,5.28118e+06,0,10000,0,0,70147.2,42844,0.194699,0.194699,0.202734,0.514678,0.194699,0.514678,0.514678,17443.3,0.201778,7.95013,19379.2,7.92412,0.721821,0.721821,0.1947,0.721821,17625.1,3.45889,19580,3.4499,0,294,294
510271,510269,15.0422,6784.52,1.62062,5.33428e+06,0,10000,0,0,69833.4,42695.3,0.194677,0.194677,0.148652,0.513687,0.194677,0.513687,0.513687,28560.1,0.14691,7.36836,31647.5,7.35573,0.71542,0.71542,0.194679,0.71542,28851.7,3.54649,31969,3.5402,0,295,295
510145,510140,15.1163,6749.61,1.61395,5.38026e+06,0,10000,0,0,69564.2,42565.7,0.194638,0.194638,0.111004,0.512827,0.194638,0.512827,0.512827,46344.8,0.10861,6.80457,51239.1,6.81372,0.709877,0.709877,0.194642,0.709877,46809.7,3.56512,51750.9,3.5655,0,296,296
509930,509923,15.1767,6719.91,1.60855,5.41918e+06,0,10000,0,0,69328.8,42449.2,0.194574,0.194574,0.0888177,0.512061,0.194573,0.512061,0.512061,74624.7,0.0856763,6.32698,82337.8,6.36938,0.705093,0.705093,0.19458,0.705093,75362.3,3.54868,83149,3.56096,0,297,297
509573,509562,15.2245,6694.14,1.60442,5.451e+06,0,10000,0,0,69114.7,42338.2,0.194467,0.194467,0.081422,0.511345,0.194466,0.511345,0.511345,119333,0.0771683,6.02342,131415,6.11554,0.700965,0.700965,0.194476,0.700965,120498,3.54046,132695,3.57194,0,298,298
508952,508971,15.2592,6670.79,1.60165,5.47546e+06,0,10000,0,0,68906.5,42223.4,0.194297,0.194297,0.0892991,0.510616,0.194291,0.510616,0.510616,189606,0.0832357,6.01073,208402,6.17685,0.697374,0.697374,0.194307,0.697374,191440,3.59669,210414,3.65794,0,299,299
507984,508014,15.2824,6647.98,1.60041,5.49188e+06,0,10000,0,0,68681.2,42089.2,0.194017,0.194017,0.114951,0.509791,0.194007,0.509791,0.509791,299372,0.105932,6.45034,328358,6.72656,0.694187,0.694187,0.194034,0.694187,302248,3.79283,331510,3.89928,0,300,300
506432,506480,15.2925,6623.26,1.6011,5.49891e+06,0,10000,0,0,68408.7,41915.6,0.193568,0.193568,0.163932,0.508748,0.193551,0.508748,0.508748,469550,0.150161,7.572,513704,8.01118,0.691241,0.691241,0.193594,0.691241,474043,4.23296,518621,4.4068,0,301,301
503964,504039,15.2874,6593.2,1.60435,5.49412e+06,0,10000,0,0,68044.7,41671.9,0.192851,0.192851,0.246287,0.507305,0.192825,0.507305,0.507305,730785,0.22498,9.70651,796818,10.3832,0.688326,0.688326,0.192893,0.688326,737775,5.06255,804451,5.33449,0,302,302
500068,500186,15.2626,6552.86,1.6113,5.47347e+06,0,10000,0,0,67523.6,41312.2,0.191714,0.191714,0.378706,0.50519,0.191673,0.50519,0.50519,1.12611e+06,0.345577,13.3247,1.22199e+06,14.3359,0.685159,0.685159,0.191781,0.685159,1.13691e+06,6.48305,1.23376e+06,6.89205,0,303,303
493970,494156,15.2107,6495.01,1.62374,5.4305e+06,0,10000,0,0,66747.5,40767.4,0.189919,0.189919,0.587737,0.501984,0.189854,0.501984,0.501984,1.71131e+06,0.536299,19.0671,1.84381e+06,20.5175,0.681337,0.681337,0.190025,0.681337,1.72785e+06,8.7614,1.86171e+06,9.34776,0,304,304
484522,484811,15.12,6408.94,1.64463,5.35528e+06,0,10000,0,0,65570.8,39935,0.1871,0.1871,0.914158,0.497052,0.186998,0.497052,0.497052,2.54725e+06,0.835019,27.7188,2.71458e+06,29.6604,0.676276,0.676276,0.187268,0.676276,2.57216e+06,12.2146,2.7412e+06,12.9952,0,305,305
470074,470519,14.9728,6278.9,1.67878,5.23315e+06,0,10000,0,0,63781.9,38666.3,0.182696,0.182696,1.41641,0.489426,0.182535,0.489426,0.489426,3.67099e+06,1.29848,39.9981,3.84557e+06,42.2587,0.66911,0.66911,0.18296,0.66911,3.70727e+06,17.1199,3.88333e+06,18.0229,0,306,306
448394,449070,14.7432,6082.37,1.73402,5.0436e+06,0,10000,0,0,61084.5,36755,0.175862,0.175862,2.16244,0.477655,0.175608,0.477655,0.477655,5.01989e+06,2.00234,55.8583,5.1163e+06,57.6475,0.658559,0.658559,0.176279,0.658559,5.06896e+06,23.441,5.16394e+06,24.1615,0,307,307
416767,417773,14.3973,5788.69,1.82335,4.76055e+06,0,10000,0,0,57095.2,33940.4,0.165368,0.165368,3.15148,0.459626,0.164968,0.459626,0.459626,6.27433e+06,3.01234,72.7278,6.11135e+06,72.0009,0.642757,0.642757,0.166027,0.642757,6.32796e+06,30.1712,6.15198e+06,29.9318,0,308,308
372589,374038,13.8969,5360.38,1.96851,4.35648e+06,0,10000,0,0,51397.6,29956.1,0.149531,0.149531,3.96009,0.432438,0.148906,0.432438,0.432438,6.62332e+06,4.17677,82.1656,5.94313e+06,76.2496,0.61912,0.61912,0.150576,0.61912,6.63911e+06,34.0993,5.91207e+06,31.4385,0,309,309
314957,316931,13.2168,4762.63,2.20534,3.81533e+06,0,10000,0,0,43740.8,24690.2,0.126413,0.126413,4.30655,0.39269,0.125467,0.39269,0.39269,4.65377e+06,4.33392,69.3493,4.79144e+06,60.3696,0.584521,0.584521,0.128068,0.584521,4.49034e+06,28.207,4.71371e+06,26.7001,0,310,310
247638,250057,12.3844,3994.08,2.58758,3.15983e+06,0,10000,0,0,34515,18538.7,0.0949344,0.0949344,5.52763,0.338293,0.0936411,0.338293,0.338293,3.86459e+06,4.21445,30.5615,5.45964e+06,37.9271,0.536675,0.536675,0.0974949,0.536675,3.9638e+06,18.0852,5.46412e+06,26.2248,0,311,311
182013,184382,11.5221,3154.41,3.16574,2.48592e+06,0,10000,0,0,25406.2,12788.5,0.0581038,0.0581038,7.29081,0.274123,0.0567576,0.274123,0.274123,8.84533e+06,8.26653,29.3701,8.75936e+06,54.3854,0.478471,0.478471,0.0615312,0.478471,8.97958e+06,36.266,8.73596e+06,39.5773,0,312,312
133762,135344,10.7798,2479.11,3.87552,1.95326e+06,0,10000,0,0,18958.7,9042.22,0.0259381,0.0259381,6.12292,0.217811,0.0250576,0.217811,0.217811,1.21589e+07,7.68802,117.089,1.02574e+07,111.679,0.42365,0.42365,0.0290726,0.42365,1.18524e+07,59.3379,1.00784e+07,50.2136,0,313,313
110917,110261,10.3984,2132.66,4.43854,1.66406e+06,0,10000,0,0,16029.3,7498.61,0.00775352,0.00775352,2.64109,0.186227,0.00738187,0.186227,0.186227,8.05068e+06,1.9963,164.516,7.37268e+06,133.477,0.389603,0.389603,0.00933456,0.389603,7.86526e+06,44.7117,7.21666e+06,39.9281,0,314,314
102229,102068,10.0877,2026.77,4.68059,1.56453e+06,0,10000,0,0,15202.2,7095.14,0.00157044,0.00157044,0.590056,0.175827,0.00146777,0.175827,0.175827,2.84617e+06,0.390592,92.862,3.25254e+06,86.8995,0.37728,0.37728,0.00197999,0.37728,2.85291e+06,18.1047,3.21979e+06,19.5075,0,315,315
100345,100319,10.0131,2004.27,4.73747,1.54253e+06,0,10000,0,0,15032.1,7014.99,0.000242767,0.000242767,0.140402,0.173615,0.000224785,0.173615,0.173615,621368,0.0985559,21.5765,909453,30.5793,0.37464,0.37464,0.00031104,0.37464,627195,4.37147,915046,6.04585,0,316,316
100046,100042,10.0019,2000.54,4.74645,1.53901e+06,0,10000,0,0,15004,7001.88,3.17585e-05,3.17585e-05,0.0329434,0.173258,2.92828e-05,0.173258,0.173258,97763.4,0.0262891,3.0055,174823,5.86158,0.374229,0.374229,4.13837e-05,0.374229,99717.8,0.726951,176954,1.25395,0,317,317
100005,100005,10.0002,2000.07,4.74769,1.53854e+06,0,10000,0,0,15000.5,7000.24,3.81924e-06,3.81924e-06,0.00631558,0.173211,3.5006e-06,0.173211,0.173211,13217.4,0.00171216,0.48476,25975.4,0.835779,0.374173,0.374173,4.95101e-06,0.374173,13367.4,0.096417,26471.3,0.192528,0,318,318
100001,100001,10,2000.01,4.74783,1.53849e+06,0,10000,0,0,15000.1,7000.03,4.17005e-07,4.17005e-07,0.000751796,0.173206,3.88464e-07,0.173206,0.173206,1571.29,0.000904997,0.0479012,3386.57,0.120346,0.374167,0.374167,5.65055e-07,0.374167,1628.31,0.0114832,3437.8,0.0246308,0,319,319
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.37649e-08,4.37649e-08,0.000230842,0.173205,3.95045e-08,0.173205,0.173205,183.644,0.000120554,0.00596277,395.832,0.0120197,0.374166,0.374166,5.58033e-08,0.374166,181.54,0.00128742,407.787,0.00287824,0,320,320
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.1042e-09,4.1042e-09,4.20002e-05,0.173205,3.61155e-09,0.173205,0.173205,17.9189,4.44136e-05,0.000791393,44.8731,0.0015908,0.374166,0.374166,5.8367e-09,0.374166,19.8233,0.000143058,44.9505,0.000320327,0,321,321
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,2.78537e-10,2.78537e-10,1.30375e-05,0.173205,2.28825e-10,0.173205,0.173205,1.98057,9.94402e-06,1.48285e-05,4.31209,0.000155018,0.374166,0.374166,2.51923e-10,0.374166,1.6783,1.208e-05,4.64983,3.35557e-05,0,322,322
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.58627e-11,1.58627e-11,3.12591e-06,0.173205,2.93366e-12,0.173205,0.173205,0.0822083,2.69588e-06,1.12076e-05,0.440823,8.5386e-06,0.374166,0.374166,3.44295e-11,0.374166,0.181944,1.28717e-06,0.404032,2.89433e-06,0,323,323
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.46247e-12,3.46247e-12,8.29277e-07,0.173205,4.13495e-12,0.173205,0.173205,0.0262442,6.78386e-07,3.25369e-07,0.0253294,2.59989e-06,0.374166,0.374166,1.29465e-11,0.374166,0.00676273,4.95068e-08,0.0401391,2.84309e-07,0,324,324
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,6.66017e-13,6.66017e-13,2.11411e-07,0.173205,1.45507e-12,0.173205,0.173205,0.00601679,1.75381e-07,3.64101e-07,0.0112322,2.6678e-07,0.374166,0.374166,3.35719e-13,0.374166,0.00214329,1.54183e-08,0.00299978,2.16739e-08,0,325,325
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,1.17136e-13,1.17136e-13,5.48506e-08,0.173205,1.82686e-13,0.173205,0.173205,0.00102105,4.5422e-08,9.98775e-08,0.00256218,1.25967e-07,0.374166,0.374166,5.50659e-13,0.374166,0.000971552,6.91946e-09,0.000951665,6.82535e-09,0,326,326
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.69501e-14,3.69501e-14,1.42997e-08,0.173205,7.33922e-14,0.173205,0.173205,0.000399269,1.18485e-08,2.69943e-08,0.000575188,3.70791e-08,0.374166,0.374166,2.11144e-13,0.374166,8.73096e-05,6.23857e-10,0.000292615,2.09957e-09,0,327,327
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.62923e-14,3.62923e-14,3.74979e-09,0.173205,2.14603e-14,0.173205,0.173205,6.95996e-05,3.12893e-09,4.01087e-09,0.000161576,9.21136e-09,0.374166,0.374166,2.58307e-13,0.374166,5.26421e-05,3.71955e-10,5.41266e-05,3.93207e-10,0,328,328
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.44797e-14,3.44797e-14,9.6264e-10,0.173205,2.65866e-14,0.173205,0.173205,1.86414e-05,7.93776e-10,7.72161e-10,3.53036e-05,1.74987e-09,0.374166,0.374166,3.32641e-13,0.374166,1.40332e-05,1.03341e-10,1.84681e-05,1.343e-10,0,329,329
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.88158e-14,3.88158e-14,2.22212e-10,0.173205,3.50346e-14,0.173205,0.173205,4.01959e-06,1.72733e-10,2.12822e-10,9.5237e-06,4.14616e-10,0.374166,0.374166,3.76963e-13,0.374166,6.91786e-06,4.82032e-11,3.9367e-06,3.18252e-11,0,330,330
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,4.08449e-14,4.08449e-14,4.81428e-11,0.173205,3.3301e-14,0.173205,0.173205,4.19468e-06,3.96625e-11,5.00222e-11,2.96533e-06,1.1255e-10,0.374166,0.374166,3.89771e-13,0.374166,1.0591e-05,6.52847e-11,1.39512e-06,1.4694e-11,0,331,331
100000,100000,10,2000,4.74785,1.53848e+06,0,10000,0,0,15000,7000,3.37058e-14,3.37058e-14,2.26841e-11,0.173205,2.54479e-14,0.173205,0.173205,6.9961e-06,1.62146e-11,1.35515e-10,1.73971e-06,1.0823e-10,0.374166,0.374166,2.9822e-13,0.374166,1.78516e-05,1.20252e-10,1.30385e-06,1.26406e-11,0,332,332
